service_line_id,from_source_line_id,from_source_station_id,from_source_station_key,from_station_name,to_source_line_id,to_source_station_id,to_source_station_key,to_station_name,duration_seconds,average_duration_seconds,straight_distance_meters,sample_count,duration_method
SL_310F3C654984,S2702,0235,S2702|0235,만촌,S2702,0236,S2702|0236,담티(수성대·대륜),60,60,941,409,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0236,S2702|0236,담티(수성대·대륜),S2702,0237,S2702|0237,연호,120,120,1845,409,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0237,S2702|0237,연호,S2702,0238,S2702|0238,수성알파시티(삼성라이온즈파크),120,120,846,409,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0238,S2702|0238,수성알파시티(삼성라이온즈파크),S2702,0239,S2702|0239,고산,120,120,1205,409,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0239,S2702|0239,고산,S2702,0240,S2702|0240,신매,120,120,1077,409,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0240,S2702|0240,신매,S2702,0241,S2702|0241,사월,120,120,1007,409,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0241,S2702|0241,사월,S2702,0242,S2702|0242,정평,120,120,1264,409,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0242,S2702|0242,정평,S2702,0243,S2702|0243,임당,60,60,1116,409,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0243,S2702|0243,임당,S2702,0244,S2702|0244,영남대,120,120,1100,409,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0234,S2702|0234,수성구청(KBS),S2702,0233,S2702|0233,범어,120,119,925,412,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0233,S2702|0233,범어,S2702,0232,S2702|0232,대구은행(대구교육청),60,60,1060,412,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0232,S2702|0232,대구은행(대구교육청),S2702,0231,S2702|0231,경대병원,120,120,1039,412,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0231,S2702|0231,경대병원,S2702,0230,S2702|0230,반월당,60,60,928,412,DEPARTURE_TO_ARRIVAL
SL_310F3C654984,S2702,0230,S2702|0230,반월당,S2702,0229,S2702|0229,청라언덕,60,61,994,412,DEPARTURE_TO_ARRIVAL
